cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"5306","13399","598048","1245509","THE STEPHENSON NATIONAL BANK AND TRUST","Marinette","WI","54143","12/31/2021","5/18/2022","N","1818-1820 Hall Ave.","STEPHENSON NATIONAL BCORP INC","7","0","1","4","1","Marinette","","","10/30/1874","1/1/1934","10/25/2014","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.snbt.com","552231","552231","485963","0","66268","0","0","0","","246912","242489","305319","73996","143641","87682","309742","108268","443963","537131","411230","23415","0","0","0","",""
"414","0","958558","","THE STOCK EXCHANGE BANK","Woodward","OK","73801","12/31/2021","5/18/2022","NM","1117 10th St.","","3","0","0","7","0","Woodward","","","1/3/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.stockexchangebank.com","260954","260954","203345","4","57605","0","0","0","","187768","73761","73186","37723","0","35463","187193","73762","187192","244882","155566","3396","0","0","0","",""
"15784","0","671053","1956702","THE STOCK EXCHANGE BANK, CALDWELL, KANSAS","Caldwell","KS","67022","12/31/2021","5/18/2022","SM","103 S. Main St.","STOCK EXCHANGE FINANCIAL CORP","2","0","0","2","0","Sumner","48620","Wichita, KS","11/12/1881","12/27/1940","11/20/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.stockxbank.com","61032","61032","52240","0","8792","0","0","0","","19533","13116","41499","9890","6599","25011","47916","13116","47916","54687","52039","1558","0","0","0","",""
"18165","15637","265452","1064410","THE STOCKGROWERS STATE BANK","Maple Hill","KS","66507","12/31/2021","5/18/2022","NM","225 Main St","MAPLE HILL BANCSHARES INC","4","0","0","8","1","Wabaunsee","45820","Topeka, KS","1/1/1906","3/8/1960","6/1/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.stockgrowers.biz","80038","80038","57760","0","22278","0","0","0","","49064","49063","30974","0","14489","16483","30975","13089","66949","78631","57420","1387","0","0","0","",""
"17650","0","424156","3343070","THE STOCKGROWERS STATE BANK OF ASHLAND, KANSAS","Ashland","KS","67831","12/31/2021","5/18/2022","NM","622 Main St.","STOCKGROWERS STB EMPLOYEE STK OWNERSHIP PLAN","2","0","0","2","1","Clark","","","6/23/1885","8/23/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.stockgrowersbank.com","145730","145730","106500","0","39230","0","0","0","","72315","25776","73415","15732","16535","41148","119954","25776","119954","132200","98361","5550","0","0","0","",""
"13584","0","358756","1055100","THE TAMPA STATE BANK","Tampa","KS","67483","12/31/2021","5/18/2022","NM","326 N. Main St.","TAMPA STATE BANKSHARES INC","2","0","0","2","1","Marion","","","1/1/1901","1/9/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.tampastatebank.com","56400","56400","49933","0","6467","0","0","0","","22531","16641","33869","8143","9020","16706","39759","16641","39759","50879","49746","4306","0","0","0","",""
"1941","15518","984856","1097744","THE TIPTON LATHAM BANK, NATIONAL ASSOCIATION","Tipton","MO","65081","12/31/2021","5/18/2022","N","800 W. Hwy. 50","LATHAM BANCSHARES INC","2","0","0","2","1","Moniteau","27620","Jefferson City, MO","12/29/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.tiptonlathambank.com","145386","145386","141502","0","3883","0","0","0","","35755","27535","109630","37852","11417","60361","117850","27535","117851","140059","121348","5945","0","0","0","",""
"16636","12135","65205","","THE TORRINGTON SAVINGS BANK","Torrington","CT","6790","12/31/2021","5/18/2022","SB","129 Main St","","10","0","0","5","0","Litchfield","","","8/15/1868","10/22/1947","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.torringtonsavings.bank","790407","790407","753933","4","36470","0","0","0","","144975","54192","645432","328851","44670","271911","736215","59064","731343","768528","704920","68802","0","0","0","",""
"16339","0","657954","1058697","THE TRI-COUNTY BANK","Stuart","NE","68780","12/31/2021","5/18/2022","NM","106 N. Main St","TRI-COUNTY CO","4","0","0","2","0","Holt","","","11/17/1945","11/17/1945","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","www.tricountybank.com","175895","175895","159458","0","16358","79","0","0","","96352","70842","79543","30478","20840","28225","105053","70842","105053","172773","157585","6753","0","0","0","",""
"13832","0","894834","2730495","THE TRUST BANK","Lenox","GA","31637","12/31/2021","5/18/2022","NM","50 W. Central Ave","TRUST HOLDING CO INC","3","0","0","8","1","Cook","","","6/25/1907","2/5/1934","3/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.thetrustbank.net","42211","42211","40028","0","2183","0","0","0","","25399","18679","16812","0","7634","9178","23532","13619","28592","41365","35092","946","0","0","0","",""
"7789","10448","906410","1142813","THE TURBOTVILLE NATIONAL BANK","Turbotville","PA","17772","12/31/2021","5/18/2022","N","4710 State Rt. 54","TURBOTVILLE NATIONAL BCORP INC","1","0","0","2","0","Northumberland","","","1/1/1910","1/1/1934","11/27/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.ttnb.com","145175","145175","140815","0","4360","0","0","0","","46421","26087","98754","7225","34175","57354","119088","26087","119088","139025","135079","13663","0","0","0","",""
"13802","0","381026","","THE TWIN VALLEY BANK","West Alexandria","OH","45381","12/31/2021","5/18/2022","SM","2 E. Dayton St.","","4","0","0","8","0","Preble","","","1/1/1888","2/5/1934","12/31/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.twinvalleybank.bank","104530","104530","90290","0","14240","0","0","0","","47023","16266","57507","11785","29218","16504","88264","16266","88264","103643","89048","2458","0","0","0","",""
"9420","0","852254","1126372","THE UNION BANK","Beulah","ND","58523","12/31/2021","5/18/2022","NM","1700 Hwy. 49 N.","UNION HOLDING CO","5","0","0","2","0","Mercer","","","1/1/1899","1/1/1934","10/30/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.theunionbank.com","228470","228470","210668","860","16942","0","0","0","","85688","41912","142782","50133","39153","53495","186558","41912","186558","221533","189592","6394","0","0","1738","",""
"12969","9881","780218","1136009","THE UNION BANK COMPANY","Columbus Grove","OH","45830","12/31/2021","5/18/2022","NM","100 S. High St.","UNITED BANCSHARES INC","19","0","0","4","0","Putnam","","","11/21/1904","1/1/1934","9/9/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.theubank.com","932273","932273","865371","0","64455","2447","0","0","","90500","73716","841773","225737","482077","133958","858557","185585","746688","924023","733467","16053","10","10","503","",""
"14597","11083","86349","1099805","THE UNION BANK OF MENA","Mena","AR","71953","12/31/2021","5/18/2022","SM","303 Hwy. 71 N.","UNION BANKSHARES INC","3","0","0","8","1","Polk","","","7/25/1934","7/26/1934","6/22/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.unionbankofmena.com","308459","308459","255135","52","53271","0","0","0","","176548","102587","131910","16255","56105","59549","205871","102588","205871","298442","231620","14644","0","0","0","",""
"15326","15707","289225","1071614","THE UNION BANKING COMPANY","West Mansfield","OH","43358","12/31/2021","5/18/2022","NM","105 E. Ctr. St.","UNION BCORP INC","2","0","0","5","1","Logan","","","1/1/1928","12/23/1935","5/15/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankatubc.com","43724","43724","26158","0","17566","0","0","0","","16523","6610","27201","90","13621","13490","37114","5596","38128","35721","31901","312","0","0","0","",""
"18610","13737","736550","1057515","THE UNION STATE BANK OF EVEREST","Everest","KS","66424","12/31/2021","5/18/2022","SM","545 Main St.","EVEREST BANCSHARES INC","8","0","1","2","1","Brown","","","8/5/1901","11/19/1954","12/11/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.mybankusb.com","355039","355039","286159","0","63920","4960","0","0","","40332","16859","314707","25114","238954","50640","338180","79549","275490","342852","280663","8862","0","0","0","",""
"32606","8521","1229198","1918120","THE UNIVERSITY NATIONAL BANK OF LAWRENCE","Lawrence","KS","66049","12/31/2021","5/18/2022","N","1400 Kasold Dr.","LAWRENCE FINANCIAL CORP","1","0","0","8","1","Douglas","29940","Lawrence, KS","11/18/1988","11/18/1988","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","96282","96282","95789","0","493","0","0","0","","51494","26966","44788","24407","10550","9831","69316","26966","69316","92963","68125","1109","0","0","0","",""
"13748","14005","313009","","THE UPSTATE NATIONAL BANK","Ogdensburg","NY","13669","12/31/2021","5/18/2022","N","729 Proctor Ave","","4","0","0","4","0","Saint Lawrence","","","9/27/1922","1/24/1934","1/1/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.upstatebank.com","209311","209311","40938","0","109022","59351","0","0","","19278","17297","190033","91295","10895","87843","192014","17297","192014","195605","116178","410","12433","12433","58869","",""
"14345","0","420653","1057186","THE VALLEY STATE BANK","Syracuse","KS","67878","12/31/2021","5/18/2022","SM","110 W. Ave. B","VALLEY BCORP INC","2","0","0","2","1","Hamilton","","","7/27/1905","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.thevalleystatebank.com","162110","162110","134697","1293","24976","1144","0","0","","54891","38336","107219","37643","14350","55226","123774","38707","123403","142740","121124","5841","0","0","6444","",""
"15038","0","1005552","1472060","THE VALLEY STATE BANK","Belle Plaine","KS","67013","12/31/2021","5/18/2022","NM","502 N. Merchant St.","MORLEY BANCSHARES CORP","4","0","0","4","0","Sumner","48620","Wichita, KS","1/1/1897","2/28/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.valleystatebank.com","151581","151581","126195","0","20471","4914","0","0","","61089","46189","90491","34088","16362","40043","105391","46448","105133","136944","117818","8816","448","448","4466","",""
"58615","0","3603961","3939286","THE VICTORY BANK","Limerick","PA","19468","12/31/2021","5/18/2022","SM","548 N. Lewis Rd.","VICTORY BCORP INC THE","2","0","0","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/16/2008","1/16/2008","1/1/2020","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.victorybank.com","396047","396047","303220","0","91585","1241","0","0","","146614","122944","249432","113914","92998","42520","273102","72886","323161","370394","272856","3726","0","0","0","",""
"26336","5765","173575","","THE VILLAGE BANK","Auburndale","MA","2466","12/31/2021","5/18/2022","SB","307 Auburn St","","10","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","5/1/1910","8/12/1985","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","http://www.village-bank.com","1512517","1512517","1480244","0","32273","0","0","0","","84763","67770","1427754","61267","940388","426099","1444747","369854","1142663","1262950","915045","27373","0","0","0","",""
"10439","0","487843","2746094","THE VILLAGE BANK","Saint Libory","IL","62282","12/31/2021","5/18/2022","NM","856 Sparta St.","VILLAGE BANCSHARES INC","3","0","0","4","1","Saint Clair","41180","St. Louis, MO-IL","1/1/1920","1/1/1934","5/14/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.villagebank.info","96292","96292","86864","0","9428","0","0","0","","45436","45436","50856","2079","34701","14076","50856","37711","58581","96292","87972","3054","0","0","0","",""
"6636","0","754826","1070765","THE VINTON COUNTY NATIONAL BANK","Mc Arthur","OH","45651","12/31/2021","5/18/2022","N","112 W. Main St.","COMMUNITY BANCSHARES INC","16","0","0","9","0","Vinton","","","1/1/1867","1/1/1934","11/14/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.vintoncountybank.com","1139084","1139084","977049","0","162020","15","0","0","","520766","273082","618318","200439","158088","259791","866002","273082","866002","1088655","728518","57633","0","0","0","",""
"5569","0","548267","3386321","THE WAGGONER NATIONAL BANK OF VERNON","Vernon","TX","76384","12/31/2021","5/18/2022","N","1818 Texas St.","WAGGONER NATL BANCSHARES INC","2","0","0","8","1","Wilbarger","","","7/3/1899","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.wnbvernon.com","291081","291081","246348","16","44717","0","0","0","","141446","52250","149635","73080","13520","63035","238831","52250","238831","270941","194723","10594","0","0","0","",""
"17982","0","490955","1067943","THE WALTON STATE BANK","Walton","KS","67151","12/31/2021","5/18/2022","NM","116 Main St","J&M BANCSHARES INC","1","0","0","7","0","Harvey","48620","Wichita, KS","5/27/1907","4/9/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","waltonstatebank.com","10411","10411","7824","0","2587","0","0","0","","3942","2761","6469","1523","2847","2098","7650","2777","7634","10411","9193","0","0","0","0","",""
"1908","0","190956","","THE WANDA STATE BANK","Wanda","MN","56294","12/31/2021","5/18/2022","NM","121 W Main","","1","0","0","2","0","Redwood","","","6/1/1932","1/1/1934","5/10/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.wandastatebank.com","147406","147406","146460","0","946","0","0","0","","42017","42017","105389","36887","22391","46111","105389","42017","105389","141263","133708","4111","0","0","0","",""
"17193","0","199137","1129515","THE WARRINGTON BANK","Pensacola","FL","32507","12/31/2021","5/18/2022","NM","4093 Barrancas Ave.","FIVE FLAGS BANKS INC","2","0","0","7","0","Escambia","37860","Pensacola-Ferry Pass-Brent, FL","3/18/1953","3/18/1953","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.warringtonbank.com","93906","93906","93906","0","0","0","0","0","","56933","27029","36973","16480","15009","5486","66877","27029","66877","93322","70627","1145","0","0","0","",""
"23623","9487","816603","1115349","THE WASHINGTON TRUST COMPANY, OF WESTERLY","Westerly","RI","2891","12/31/2021","5/18/2022","NM","23 Broad St","WASHINGTON TRUST BCORP INC","26","0","1","4","0","Washington","39300","Providence-Warwick, RI-MA","1/1/1800","1/2/1982","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.washtrust.com","4988672","4988672","4656126","0","325557","6989","0","0","","717977","444089","4270695","1072864","1909220","1288611","4544583","953675","4034997","4299158","3865484","149656","515228","515228","0","",""
"8397","14267","324229","4452401","THE WATERFORD COMMERCIAL AND SAVINGS BANK","Waterford","OH","45786","12/31/2021","5/18/2022","NM","20115 State Rt. 339","2012 WATERFORD COML&SVG BK SHAREHOLDERS VOTING TR","2","0","0","8","0","Washington","","","1/1/1908","1/1/1934","2/21/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.waterfordbank.com","51573","51573","42364","0","9209","0","0","0","","34419","13223","17154","0","8892","8262","38350","13223","38350","51265","41718","1392","0","0","0","",""
"18071","0","437044","","THE WATKINS SAVINGS BANK","Watkins","IA","52354","12/31/2021","5/18/2022","NM","202 1st St.","","1","0","0","2","0","Benton","16300","Cedar Rapids, IA","1/1/1892","9/1/1959","9/1/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://watkinsbank.com","69958","69958","68977","0","981","0","0","0","","15190","15154","54768","18324","10745","25698","54804","11440","58518","65999","62092","8644","0","0","0","",""
"21121","0","988153","1051979","THE WESTERN STATE BANK","Garden City","KS","67846","12/31/2021","5/18/2022","NM","1500 E. Kansas Ave.","WHITCORP FINANCIAL CO","9","0","0","2","1","Finney","","","6/19/1973","6/19/1973","6/25/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.wsbks.com","560208","560208","465342","0","94866","0","0","0","","304595","208233","255613","110899","60041","84673","351975","168777","391431","518978","345813","8827","0","0","0","",""
"31539","7147","87476","","THE WILMINGTON SAVINGS BANK","Wilmington","OH","45177","12/31/2021","5/18/2022","NM","184 N. South St.","","2","0","0","5","0","Clinton","","","1/1/1890","11/9/1967","12/31/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.wilmingtonsavings.com","143740","143740","116046","0","27693","0","0","0","","41880","9807","101859","52804","15863","33190","133932","10867","132873","135654","100910","4917","0","0","3816","",""
"12136","53047","501655","2356251","THE WILSON STATE BANK","Wilson","KS","67490","12/31/2021","5/18/2022","NM","422 26th St.","WILSON BANCSHARES INC","4","0","0","2","1","Ellsworth","","","7/16/1886","1/1/1934","1/22/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.wilsonstatebank.net","107869","107869","81934","12","25689","234","0","0","","37040","23316","70829","18435","18721","33673","84553","23636","84233","92394","80444","3856","0","0","0","",""
"1978","12067","680457","1124921","THE YELLOWSTONE BANK","Laurel","MT","59044","12/31/2021","5/18/2022","SM","12 1st Ave","YELLOWSTONE HOLDING CO","10","0","0","4","1","Yellowstone","13740","Billings, MT","5/26/1926","3/16/1934","9/18/2021","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","yellowstonebank.com","1000636","1000636","966149","0","34487","0","0","0","","96884","75581","903752","351341","471540","80871","925055","344144","656492","988915","664754","14392","0","0","0","",""
"5595","0","311265","2287225","THE YOAKUM NATIONAL BANK","Yoakum","TX","77995","12/31/2021","5/18/2022","N","301 W. Grand Ave.","YOAKUM NATIONAL BANCSHARES INC","1","0","0","8","1","De Witt","","","1/1/1890","1/1/1934","6/21/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.ynbtx.com","198222","198222","179961","4989","4752","8520","0","0","","66687","19081","131535","55328","20702","55505","179141","44671","153551","186985","155532","5451","0","0","6711","",""
"58536","18037","936583","","THINK MUTUAL BANK","Rochester","MN","55901","12/31/2021","5/18/2022","SA","5200 Members Parkway, Nw","","9","0","0","5","0","Olmsted","40340","Rochester, MN","7/1/2007","7/1/2007","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.thinkbank.com","1894803","1894803","1894803","0","0","0","0","0","","126475","45766","1768328","478455","1108825","181047","1849037","182853","1711950","1882173","1779330","42689","0","0","0","",""
"58716","0","3630323","4475473","THIRD COAST BANK, SSB","Humble","TX","77338","12/31/2021","5/18/2022","SM","20202 Hwy 59 North, # 190","THIRD COAST BANCSHARES INC","13","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","2/25/2008","2/25/2008","5/1/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","www.tcbssb.com","2149905","2149905","1976173","16640","156345","747","0","0","","1010364","968064","1139541","828289","33539","277713","1181841","540107","1609798","1816664","851768","103177","230018","221672","1","",""
"30012","4544","915878","3828036","THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND","Cleveland","OH","44105","12/31/2021","5/18/2022","SA","7007 Broadway Ave.","THIRD FS&LA OF CLEVELAND MHC","37","0","1","5","0","Cuyahoga","17460","Cleveland-Elyria, OH","8/4/1938","8/4/1938","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","http://www.thirdfederal.com","9115133","9115133","9115041","92","0","0","0","0","","1225625","8124","7889508","560561","1435283","5893664","9107009","183385","8931748","7930956","8771276","1019156","495597","495597","0","",""
"18258","10783","120609","","THOMASTON SAVINGS BANK","Thomaston","CT","6787","12/31/2021","5/18/2022","SB","203 Main St","","14","0","0","4","0","Litchfield","","","10/1/1874","7/1/1960","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.thomastonsavingsbank.com","1429471","1429471","1338614","0","85283","5574","0","0","","509357","476291","920114","214435","388939","316739","953180","476291","953180","1363581","1037034","69429","5326","5326","0","",""
"34068","15493","2344753","2346010","THOMASVILLE NATIONAL BANK","Thomasville","GA","31792","12/31/2021","5/18/2022","N","301 N. Broad St.","THOMASVILLE BANCSHARES INC","4","0","1","4","0","Thomas","","","10/2/1995","10/2/1995","1/1/2014","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.tnbank.com","1295504","1295504","1118366","0","176555","583","0","0","","140309","62963","1155195","424299","627822","103074","1232541","258008","1037496","1255779","587155","18140","3900","3900","0","",""
"21557","11267","610557","4404277","THREE RIVERS BANK OF MONTANA","Kalispell","MT","59901","12/31/2021","5/18/2022","NM","233 E. Idaho","KING KALISPELL LLC","2","0","0","4","0","Flathead","","","5/1/1974","5/1/1974","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","WWW.THREERIVERSBANKMONTANA.COM","262063","262063","254017","0","7308","738","0","0","","135964","130093","126099","49718","52012","24370","131970","92049","170014","249789","172667","3573","5000","5000","0","",""
"34799","15054","2745529","","THRIVENT TRUST COMPANY","Appleton","WI","54919","12/31/2021","5/18/2022","SA","4321 N. Ballard Rd.","","5","0","1","5","0","Outagamie","11540","Appleton, WI","11/2/1998","11/2/1998","12/1/2012","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","0","www.thriventtrust.com","2000","2000","2000","0","0","0","0","0","","0","0","2000","0","0","2000","2000","0","2000","0","250","0","0","0","0","",""
"14513","13140","698649","2972530","THUMB BANK AND TRUST","Pigeon","MI","48755","12/31/2021","5/18/2022","SM","7254 Michigan Ave.","THUMB NB&T EMPLOYEE STK OWNERSHIP PLAN","6","0","0","2","1","Huron","","","1/1/1895","6/14/1934","12/19/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","WWW.THUMB.BANK","347197","347197","326321","0","20876","0","0","0","","189037","116487","158160","21370","68327","68464","230710","116487","230710","325426","247401","14063","0","0","2237","",""
"34775","15115","2735146","3792687","TIAA, FSB","Jacksonville","FL","32202","12/31/2021","5/18/2022","SA","301 W Bay St","TIAA BOARD OF GOVERNORS","13","0","1","9","0","Duval","27260","Jacksonville, FL","10/1/1998","10/1/1998","9/1/2021","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","www.tiaabank.com","27760338","27760338","26910523","0","19288","830527","0","0","","6743792","6743792","21016546","12838974","1365666","6811906","21016546","1143909","26616429","25177149","22953523","3155005","1038217","1038217","424769","",""
"23647","12248","529958","1109094","TIB NATIONAL ASSOCIATION","Farmers Branch","TX","75234","12/31/2021","5/18/2022","N","11701 Luna Rd.","INDEPENDENT BANKERS FINL CORP","6","0","1","9","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/21/1982","1/21/1982","7/1/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.tib.bank","3493651","3493651","179421","0","32924","3281306","0","0","","760800","760800","2732851","2642394","0","90457","2732851","760800","2732851","3343216","349036","497","150005","150005","0","",""
"28453","1625","294779","2621548","TIMBERLAND BANK","Hoquiam","WA","98550","12/31/2021","5/18/2022","SB","624 Simpson Ave.","TIMBERLAND BCORP INC","24","0","0","4","0","Grays Harbor","","","1/1/1915","8/30/1935","10/1/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.timberlandbank.com","1606819","1606819","1497918","0","108874","27","0","0","","982785","523706","624034","222457","269423","132154","1083113","523706","1083113","1584833","1475215","32136","10619","0","0","",""
"57857","0","3271986","3282713","TIMBERLINE BANK","Grand Junction","CO","81505","12/31/2021","5/18/2022","NM","649 Market St.","TIMBERLINE BCORP","3","0","0","4","0","Mesa","24300","Grand Junction, CO","10/25/2004","10/25/2004","9/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.timberlinebank.com","586890","586890","548511","0","30049","8330","0","0","","386837","386837","200053","153073","35828","11151","200053","82123","504767","584254","364381","651","0","0","0","",""
"9410","11203","910118","1048858","TIOGA STATE BANK NATIONAL ASSOCIATION","Spencer","NY","14883","12/31/2021","5/18/2022","N","1 N Main St","TSB SERVICES INC","11","0","0","4","0","Tioga","13780","Binghamton, NY","3/24/1884","1/1/1934","3/1/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.tiogabank.com","483437","483437","413314","0","69129","994","0","0","","231717","231717","251720","70571","123669","57480","251720","166062","317375","465659","384731","10967","5000","5000","0","",""
"33802","9466","885579","","TIOGA-FRANKLIN SAVINGS BANK","Philadelphia","PA","19125","12/31/2021","5/18/2022","SB","320 E. Girard Ave.","","1","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3/31/1873","7/1/2000","2/12/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.tiogafranklin.com","44748","44748","26648","0","0","18100","0","0","","6020","6020","38728","0","8387","30340","38728","518","44230","39004","42676","4802","1544","1544","16556","",""
"3225","0","328357","3831625","TITAN BANK, N.A.","Mineral Wells","TX","76067","12/31/2021","5/18/2022","N","1701 E. Hubbard Ave.","BMC BANCSHARES INC","2","0","0","4","1","Palo Pinto","","","1/1/1907","1/1/1934","6/22/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.titanbank.com","436567","436567","418761","0","16811","995","0","0","","289420","280087","147147","11113","125144","10889","156480","38875","397692","431646","240403","1585","4667","4667","1","",""
"938","13058","598646","1098161","TNB BANK","Tuscola","IL","61953","12/31/2021","5/18/2022","NM","900 S. Progress Blvd.","RICH LAND BCORP INC","1","0","0","2","0","Douglas","","","1/1/1890","1/1/1934","6/29/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","89155","89155","85228","223","3704","0","0","0","","38589","21071","50566","4399","21665","24501","68084","21106","68049","86280","79269","6600","0","0","0","",""
