cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"4051","0","146056","3176559","ALLNATIONS BANK","Calumet","OK","73014","12/31/2021","5/18/2022","SM","114 E. Main St.","ALLNATIONS BCORP INC","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","26973","1492","427","32","2033","17431","38","0","0","","","0"
"57803","0","3284070","1562859","ALLY BANK","Sandy","UT","84070","12/31/2021","5/18/2022","SM","200 W. Civic Ctr. Dr.","ALLY FINANCIAL INC","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","www.ally.com","96999000","4500013","3892000","129469","31740000","44348000","87643","633000","1915","","","7213000"
"58424","0","3633173","","ALMA BANK","Astoria","NY","11102","12/31/2021","5/18/2022","NM","28-31 31st St.","","12","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","603886","12186","58015","1110","393700","483229","688","2514","9","","","46293"
"23091","10415","260055","1061679","ALPINE BANK","Glenwood Springs","CO","81601","12/31/2021","5/18/2022","NM","2200 Grand Ave.","ALPINE BANKS OF COLORADO","44","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","2653058","170656","20022","958","85495","2960691","3728","2427","5","","","26461"
"35377","0","2889227","","ALPINE CAPITAL BANK","New York","NY","10019","12/31/2021","5/18/2022","NM","680 5th Ave, 7th Fl.","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","https://www.alpinecapitalbank.com","36712","1035","306","2","6661","233213","159","0","0","","","15466"
"19590","0","199436","1081510","ALTAMAHA BANK & TRUST COMPANY","Vidalia","GA","30474","12/31/2021","5/18/2022","NM","206 Jackson St","ALTAMAHA BANCSHARES INC","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","9/27/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.altamaha.bank","132535","8729","7003","522","46181","96262","143","462","1","","","10748"
"8276","0","881441","1491548","ALTON BANK","Alton","MO","65606","12/31/2021","5/18/2022","NM","28 Medical Dr.","ALTON BANCSHARES INC","3","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/7/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","52200","4533","1946","53","19225","37876","51","0","0","","","3201"
"27711","153","777870","","ALTOONA FIRST SAVINGS BANK","Altoona","PA","16603","12/31/2021","5/18/2022","SB","203 N. Logan Blvd.","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","202024","17063","13954","471","72071","67657","138","1570","4","","","27166"
"9465","9767","246956","3822687","ALVA STATE BANK & TRUST COMPANY","Alva","OK","73717","12/31/2021","5/18/2022","NM","518 College Ave.","GRACE INV CO INC ESOP THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","240920","11608","6968","276","90404","130793","180","537","2","","","20155"
"622","9297","661308","4400336","AMALGAMATED BANK","New York","NY","10001","12/31/2021","5/18/2022","NM","275 7th Ave","WORKERS UNITED","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","1600953","78914","32475","3525","167202","4762611","2502","251","1","","","39950"
"903","10892","397531","1020676","AMALGAMATED BANK OF CHICAGO","Chicago","IL","60602","12/31/2021","5/18/2022","NM","30 N. Lasalle St.","AMALGAMATED INVESTMENTS CO","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","125394","7587","1491","143","14462","1397213","422","0","0","","","18367"
"14531","10978","353555","1107205","AMARILLO NATIONAL BANK","Amarillo","TX","79101","12/31/2021","5/18/2022","N","410 S Taylor","AMARILLO NATIONAL BCORP INC","34","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","2272702","183939","109291","3203","596678","4531988","3394","17967","51","","","405226"
"28701","2179","206174","","AMBLER SAVINGS BANK","Ambler","PA","19002","12/31/2021","5/18/2022","SB","155 E Butler Ave","","9","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","221078","11475","28591","1582","96514","161467","219","2334","7","","","11785"
"6423","9315","9807","2611718","AMBOY BANK","Old Bridge","NJ","8857","12/31/2021","5/18/2022","SM","3590 Nj Hwy. 9 S.","AMBOY BCORP","24","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","1/4/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","962056","36333","58196","1760","119143","1503294","1216","19140","39","","","259422"
"22953","14111","83638","1135972","AMERANT BANK, NATIONAL ASSOCIATION","Coral Gables","FL","33134","12/31/2021","5/18/2022","N","220 Alhambra Cir","AMERANT BCORP INC","25","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/17/1979","9/17/1979","4/1/2021","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.amerantbank.com","2859368","90705","40063","702","914240","3143421","3669","5952","19","","","418139"
"27267","0","1169650","","AMERASIA BANK","Flushing","NY","11355","12/31/2021","5/18/2022","NM","41-06 Main St.","","7","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","459608","14870","6728","837","280195","294213","457","0","0","","","113268"
"8893","0","440857","1064492","AMERICA'S COMMUNITY BANK","Blue Springs","MO","64015","12/31/2021","5/18/2022","NM","1100 W Main St","URICH BCORP INC","1","0","0","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","3/5/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.amcommbank.com","20359","877","1588","34","8672","11953","22","609","1","","","4571"
"20311","10556","630555","1121993","AMERICAN BANK","Bozeman","MT","59715","12/31/2021","5/18/2022","NM","1632 W. Main St.","GUARANTY DEVELOPMENT CO","6","0","0","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.americanbankmontana.com","245693","12156","4697","369","18457","365303","479","2003","5","","","6692"
"34422","15591","2580243","3008753","AMERICAN BANK","Allentown","PA","18104","12/31/2021","5/18/2022","SM","4029 W. Tilghman St.","AMERICAN BANK INC","1","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","6/2/1997","6/2/1997","7/15/2019","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.ambk.com","319509","12277","30672","1361","118305","308262","456","2895","8","","","26106"
"1117","0","275358","1131406","AMERICAN BANK & TRUST","Wessington Sprin","SD","57382","12/31/2021","5/18/2022","NM","120 E. Main St.","LEACKCO BANK HOLDING CO INC","16","0","1","2","1","Jerauld","","","1/1/1892","1/1/1934","8/3/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.abt.bank","472348","26863","14612","867","128347","654095","653","1674","4","","","53945"
"19234","0","597452","1104615","AMERICAN BANK & TRUST COMPANY","Covington","LA","70433","12/31/2021","5/18/2022","NM","1819 N Columbia St","AMERICAN BANCSHARES INC","5","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","9/14/1964","9/14/1964","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.americanbankandtrust.com","115317","6332","3894","152","32131","82136","145","824","3","","","10130"
"17906","0","83834","1085349","AMERICAN BANK & TRUST COMPANY","Opelousas","LA","70570","12/31/2021","5/18/2022","NM","307 E Landry St","AMERICAN BCORP INC","8","0","0","4","1","Saint Landry","","","9/22/1958","9/22/1958","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.americanbankandtrust.net","103850","5843","2237","197","17453","117779","149","0","0","","","5479"
"35568","0","2919898","1119404","AMERICAN BANK & TRUST COMPANY, INC.","Bowling Green","KY","42103","12/31/2021","5/18/2022","NM","531 Lovers Ln","FIRST BRECKINRIDGE BANCSHARES","6","0","0","4","0","Warren","14540","Bowling Green, KY","7/5/2000","7/5/2000","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.ambanking.com","252232","12580","14756","338","71364","268841","372","3659","7","","","27362"
"20537","16110","452159","","AMERICAN BANK AND TRUST COMPANY","Tulsa","OK","74135","12/31/2021","5/18/2022","NM","6060 American Plaza","","2","0","0","4","0","Tulsa","46140","Tulsa, OK","11/5/1971","11/5/1971","8/1/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.americanbanktulsa.com","80721","3197","7223","114","26109","183360","136","1958","3","","","41991"
"34955","0","2733263","1138610","AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION","Davenport","IA","52807","12/31/2021","5/18/2022","N","4301 E. 53rd St.","AMBANK HOLDINGS INC","10","0","1","4","0","Scott","19340","Davenport-Moline-Rock Island, IA-IL","1/5/1999","1/5/1999","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.goambank.com","186053","15915","5842","530","27864","213031","191","286","1","","","18497"
"4624","9208","1002953","1065444","AMERICAN BANK OF BAXTER SPRINGS","Baxter Springs","KS","66713","12/31/2021","5/18/2022","SM","1201 Military Ave.","AMERICAN BANCSHARES INC","3","0","0","2","1","Cherokee","","","1/1/1917","1/1/1934","10/28/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.americanbankbaxter.com","49488","4353","1673","75","11088","78629","56","308","1","","","15914"
"5283","0","510648","3009938","AMERICAN BANK OF BEAVER DAM","Beaver Dam","WI","53916","12/31/2021","5/18/2022","NM","115 Front St.","AMERICAN NB BEAVER DAM EMPLOYEE STK OWNERSHIP TR","5","0","0","4","0","Dodge","","","6/30/1891","1/1/1934","8/27/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.americanbankbd.com","121962","11530","5922","526","13597","38285","72","897","3","","","845"
"18609","0","215662","1107193","AMERICAN BANK OF COMMERCE","Wolfforth","TX","79382","12/31/2021","5/18/2022","NM","Us. Hwy. 82 &loop 193","AMERICO BANCSHARES INC","16","0","1","4","0","Lubbock","31180","Lubbock, TX","9/11/1962","10/11/1962","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.theabcbank.com","436812","17467","12711","429","111749","860980","1005","2148","4","","","66554"
"15423","0","568359","3450521","AMERICAN BANK OF MISSOURI","Wellsville","MO","63384","12/31/2021","5/18/2022","NM","127 W Hudson St","EVERGREEN BANCSHARES INC","9","0","1","4","0","Montgomery","","","3/15/1880","9/14/1936","7/9/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.americanbankofmissouri.bank","281953","11058","11600","521","133747","227858","403","251","1","","","32910"
"34606","14577","2684552","3043008","AMERICAN BANK OF OKLAHOMA","Collinsville","OK","74021","12/31/2021","5/18/2022","NM","200 E. Main St.","AMERIBANK HOLDING CO","6","0","0","4","0","Tulsa","46140","Tulsa, OK","4/1/1998","4/1/1998","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.americanbankok.com","188806","10683","8886","229","79108","98612","179","1451","3","","","21647"
"59157","0","5230790","","AMERICAN BANK OF THE CAROLINAS","Monroe","NC","28112","12/31/2021","5/18/2022","NM","312 N. Charlotte Ave.","","2","0","0","4","0","Union","16740","Charlotte-Concord-Gastonia, NC-SC","5/20/2019","5/20/2019","4/12/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","https://www.abc-nc.com","42627","1646","340","24","3113","50557","87","0","0","","","1500"
"23886","10721","307361","1110045","AMERICAN BANK, NATIONAL ASSOCIATION","Waco","TX","76712","12/31/2021","5/18/2022","N","200 W. State Hwy. 6","AMERICAN NATL BANCSHARES INC","4","0","0","4","1","Mclennan","47380","Waco, TX","6/11/1982","6/11/1982","12/3/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.ambankwaco.com","216243","11810","6462","217","34880","313798","372","0","0","","","34988"
"5800","0","345345","1201457","AMERICAN BANK, NATIONAL ASSOCIATION","Le Mars","IA","51031","12/31/2021","5/18/2022","N","234 5th Ave. S.W.","AMBANK CO INC","2","0","0","2","1","Plymouth","","","1/1/1887","1/1/1934","4/8/2019","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.am-bank.com","205519","11981","5937","213","63151","124154","168","901","3","","","12261"
"20241","11670","807955","1109964","AMERICAN BANK, NATIONAL ASSOCIATION","Corpus Christi","TX","78401","12/31/2021","5/18/2022","N","800 N Shoreline Blvd Suite 2","AMERICAN BANK HOLDING CORP","12","0","0","4","1","Nueces","18580","Corpus Christi, TX","8/24/1970","8/24/1970","12/31/2018","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://americanbank.com","588600","20622","7882","276","27910","1261213","1582","965","3","","","35205"
"21567","0","494654","5164448","AMERICAN BANK, NATIONAL ASSOCIATION","Dallas","TX","75220","12/31/2021","5/18/2022","N","2707 W. N.W. Hwy.","BRIGHT FORCE HOLDING LLC","2","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","5/2/1974","5/2/1974","5/14/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://abdallas.bank","63274","1392","1170","27","43316","110817","146","277","1","","","18854"
"34788","0","2734729","","AMERICAN BUSINESS BANK","Los Angeles","CA","90071","12/31/2021","5/18/2022","NM","400 S. Hope St, # 300","","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/28/1998","9/28/1998","1/22/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","http://WWW.AMERICANBB.BANK","319898","7345","0","0","4905","3278271","2155","0","0","","","34540"
"57686","0","3272956","3272947","AMERICAN COMMERCE BANK, NATIONAL ASSOCIATION","Bremen","GA","30110","12/31/2021","5/18/2022","N","400 Us. Hwy. 27 Bypass","AMERICAN COM BANCSHARES INC","3","0","1","4","0","Haralson","12060","Atlanta-Sandy Springs-Roswell, GA","10/4/2004","10/4/2004","5/30/2015","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.americancommercebank.com","201297","4559","11864","289","135838","135671","234","296","1","","","22340"
"3719","0","856243","2791816","AMERICAN COMMERCIAL BANK & TRUST, NATIONAL ASSOCIATION","Ottawa","IL","61350","12/31/2021","5/18/2022","N","701 La Salle St.","FIRST OTTAWA BANCSHARES INC","11","0","0","4","0","La Salle","","","6/1/1865","1/1/1934","9/17/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.firstottawa.com","356831","10261","5888","273","88323","396942","558","0","0","","","5941"
"35033","0","2871558","4111584","AMERICAN COMMUNITY BANK","Glen Cove","NY","11542","12/31/2021","5/18/2022","NM","300 Glen St.","AMERICAN COMMUNITY BCORP INC","5","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","1/10/2000","1/10/2000","7/1/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.acbalways.com","90181","4254","3396","185","13248","134132","198","1096","4","","","10213"
