cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"26513","0","164975","","STOUGHTON CO-OPERATIVE BANK","Stoughton","MA","2072","12/31/2021","5/18/2022","SM","950 Park St","","2","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1886","1/21/1986","5/1/2021","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.stoughtoncoop.bank","14820","0","0","0","70","2620","6717","0","0","1057","253","665","936","2335","167","303"
"17922","0","890957","1125692","STRASBURG STATE BANK","Strasburg","ND","58573","12/31/2021","5/18/2022","NM","720 Main St","STRASBURG BANSHARES INC","1","0","0","2","0","Emmons","","","11/12/1958","11/12/1958","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.strasburgstatebank.com","17960","0","0","10","0","1420","476","0","0","230","1825","5075","3515","4414","995","2055"
"30357","5222","142179","","STREATOR HOME SAVINGS BANK","Streator","IL","61364","12/31/2021","5/18/2022","SB","132 S Monroe St.","","1","0","0","7","0","La Salle","","","1/1/1894","4/8/1949","3/1/2015","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.streatorhome.com","114448","1677","3993","830","1","8","176","0","0","1976","999","4154","4566","95456","612","2002"
"4091","11591","278555","1051465","STRIDE BANK, NATIONAL ASSOCIATION","Enid","OK","73701","12/31/2021","5/18/2022","N","324 W. Broadway","CENTRAL SERVICE CORP","11","0","1","3","0","Garfield","21420","Enid, OK","1/1/1913","1/1/1934","2/19/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.stridebank.com","71339","288","1372","9","2215","36212","0","6667","3794","7252","4765","3869","3043","1853","0","5295"
"21955","13257","372855","1061772","STRYV BANK","Wichita","KS","67219","12/31/2021","5/18/2022","SM","6160 N Broadway Ave","CHISHOLM TRAIL FINANCIAL CORP","2","0","0","4","1","Sedgwick","48620","Wichita, KS","3/14/1975","3/14/1975","9/20/2021","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.stryvbank.com","11501","177","0","192","1380","6940","482","0","0","0","355","307","0","1668","0","355"
"59112","0","5205819","","STUDIO BANK","Nashville","TN","37203","12/31/2021","5/18/2022","NM","124 12th Ave S","","1","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","6/14/2018","6/14/2018","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.studiobank.com","86907","0","0","0","0","3561","30474","120","16643","0","0","0","2497","9474","24138","0"
"28788","2365","391977","","STURDY SAVINGS BANK","Stone Harbor","NJ","8247","12/31/2021","5/18/2022","SB","9417 3rd Ave","","14","0","0","9","0","Cape May","36140","Ocean City, NJ","1/1/1922","4/22/1943","11/20/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.sturdyonline.com","499296","0","0","0","0","117676","167734","1396","3330","14917","14433","2005","23532","47391","106882","14433"
"28593","1910","366078","3051571","STURGIS BANK & TRUST COMPANY","Sturgis","MI","49091","12/31/2021","5/18/2022","NM","113-125 E Chicago","STURGIS BCORP INC","14","0","0","4","0","Saint Joseph","","","1/1/1905","3/20/1950","8/20/2020","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.sturgis.bank","107481","0","0","0","0","4516","42143","8604","16331","0","15","1335","1204","21713","11620","15"
"10127","0","179148","1205044","SUCCESS BANK","Bloomfield","IA","52537","12/31/2021","5/18/2022","NM","109 N. Madison St.","GARRETT BANCSHARES LTD","3","0","0","2","1","Davis","","","1/1/1900","1/1/1934","1/2/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.success.bank","18406","0","0","0","0","0","0","0","0","637","1126","3112","1333","12198","0","1763"
"18028","7444","92706","4191399","SUGAR RIVER BANK","Newport","NH","3773","12/31/2021","5/18/2022","SB","10 N Main St","SUGAR RIVER BCORP MHC","6","0","0","5","0","Sullivan","","","1/1/1895","7/2/1959","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.sugarriverbank.com","95395","0","27276","0","0","0","0","2865","6560","6877","2345","1315","14042","28136","5979","14416"
"8892","12194","436953","2300768","SULLIVAN BANK","Sullivan","MO","63080","12/31/2021","5/18/2022","NM","318 W. Main St.","MID-MISSOURI HOLDING CO INC","9","0","0","4","0","Franklin","41180","St. Louis, MO-IL","4/1/1895","1/1/1934","1/6/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofsullivan.com","39220","734","122","0","0","0","1452","3277","7000","846","0","250","6450","18798","291","200"
"27054","0","925411","4224297","SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED","Hoboken","NJ","7030","12/31/2021","5/18/2022","NM","111 River St.","SUMITOMO MITSUI TR HOLDINGS","1","0","0","9","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","9/21/1987","9/21/1987","4/26/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","52","0","0","0","0","0","0","0","0","52","0","0","0","0","0","25"
"57706","0","3243282","5513804","SUMMIT BANK","Eugene","OR","97401","12/31/2021","5/18/2022","NM","96 E. Broadway","SUMMIT BANK GROUP INC","3","0","0","4","0","Lane","21660","Eugene, OR","2/23/2004","2/23/2004","3/17/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","https://sbko.bank","68126","0","0","54","0","18200","326","199","4021","1042","0","10376","29861","4047","0","0"
"23864","0","351560","1029295","SUMMIT BANK","Oakland","CA","94611","12/31/2021","5/18/2022","NM","2969 Broadway","SUMMIT BANCSHARES INC","3","0","0","4","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","7/1/1982","7/1/1982","10/1/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.summitbanking.com","400","0","0","0","0","0","0","0","0","400","0","0","0","0","0","0"
"34102","15864","2372774","1247679","SUMMIT COMMUNITY BANK, INC","Moorefield","WV","26836","12/31/2021","5/18/2022","NM","310 N Main St","SUMMIT FINANCIAL GROUP INC","49","0","1","4","0","Hardy","","","12/11/1995","12/11/1995","7/10/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://mysummit.com","499164","15371","0","0","191","1616","25075","12886","31097","83099","1594","6071","15889","168264","138011","1553"
"25054","0","78559","3402511","SUMMIT NATIONAL BANK","Hulett","WY","82720","12/31/2021","5/18/2022","N","133 Main St.","HULETT BCORP","3","0","1","8","0","Crook","","","2/28/1984","2/28/1984","8/28/2009","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","http://www.summitnb.com","16868","0","0","0","0","0","0","0","0","17","0","0","10966","5885","0","0"
"32203","7992","561574","","SUMMIT STATE BANK","Santa Rosa","CA","95403","12/31/2021","5/18/2022","NM","500 Bicentennial Way","","5","0","0","4","0","Sonoma","42220","Santa Rosa, CA","1/1/1982","3/13/1984","7/26/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.summitstatebank.com","69366","0","0","0","0","0","10496","0","0","250","763","2116","7399","48342","0","1013"
"57954","0","3343146","5591307","SUMNER BANK & TRUST","Gallatin","TN","37066","12/31/2021","5/18/2022","NM","780 S Browns Ln","SUMNER FINANCIAL CORP","3","0","0","4","0","Sumner","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","4/4/2005","4/4/2005","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","https://www.sumnerbankandtrust.com","15242","0","0","131","104","5842","4541","0","0","0","0","97","220","4307","0","0"
"58728","0","3750650","","SUNCREST BANK","Visalia","CA","93291","12/31/2021","5/18/2022","NM","501 W. Main St.","","8","0","0","4","0","Tulare","47300","Visalia-Porterville, CA","5/19/2008","5/19/2008","5/21/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","323663","0","0","0","0","2160","12113","40503","62993","0","0","2569","0","116349","86976","3570"
"1169","0","94755","2629946","SUNDANCE STATE BANK","Sundance","WY","82729","12/31/2021","5/18/2022","SM","123 N. 2nd St.","SUNDANCE BANKSHARES INC","1","0","0","2","0","Crook","","","1/1/1895","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.sundancestate.bank","86601","0","304","858","640","31098","8987","3758","0","3179","0","401","8724","25193","3459","3179"
"18780","0","412667","1104389","SUNDOWN STATE BANK","Sundown","TX","79372","12/31/2021","5/18/2022","NM","501 S. Slaughter Ave.","SUNDOWN BANKSHARES INC","5","0","0","2","0","Hockley","","","5/21/1963","5/21/1963","6/19/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.sundownsb.com","14530","0","0","0","0","0","0","0","0","0","0","0","0","9934","4596","0"
"4767","9366","474759","1066713","SUNFLOWER BANK, NATIONAL ASSOCIATION","Denver","CO","80202","12/31/2021","5/18/2022","N","1400 16th St.","FIRSTSUN CAPITAL BCORP","55","0","1","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","5/24/1892","1/1/1934","6/19/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.sunflowerbank.com","590508","1888","6230","838","2029","56654","81788","123479","148416","30089","0","0","716","134592","3789","31"
"16825","11665","100236","1143566","SUNMARK COMMUNITY BANK","Hawkinsville","GA","31036","12/31/2021","5/18/2022","NM","140 Commerce St.","SUNMARK BANCSHARES INC","6","0","0","4","1","Pulaski","","","8/27/1949","8/27/1949","6/7/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","https://www.sunmarkbank.com","24176","0","0","0","0","6945","4975","0","0","3000","0","487","3782","2072","2915","0"
"28805","2397","516873","4495220","SUNNYSIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF IRVINGTON","Irvington","NY","10533","12/31/2021","5/18/2022","SA","56 Main St","SUNNYSIDE BCORP INC","1","0","0","7","0","Westchester","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1929","12/22/1934","7/15/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.sunnysidefederal.com","53829","70","248","1007","0","7422","8816","8715","4000","3502","4989","1989","0","13071","0","11494"
"58029","0","3370133","5114368","SUNRISE BANK","Orlando","FL","32801","12/31/2021","5/18/2022","SM","109 E. Church St.","SUNRISE BANCSHARES INC","4","0","0","4","1","Orange","36740","Orlando-Kissimmee-Sanford, FL","8/1/2005","8/1/2005","5/3/2021","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.Sunrise.Bank","39174","0","0","101","0","5539","19473","2285","1329","0","0","0","999","7798","1650","0"
"15847","0","354253","1134724","SUNRISE BANK DAKOTA","Onida","SD","57564","12/31/2021","5/18/2022","NM","201 S. Main St.","ADINO CO THE","1","0","0","2","1","Sully","","","1/1/1925","9/8/1941","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.mysunrisebank.com","29387","0","0","0","0","3693","3190","0","0","0","1906","6833","7659","5897","209","1906"
"18561","0","860053","1139103","SUNRISE BANKS, NATIONAL ASSOCIATION","Saint Paul","MN","55103","12/31/2021","5/18/2022","N","200 University Ave. W.","UNIVERSITY FINL GBC DBA SUNRISE BANKS","5","0","1","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/17/1962","7/17/1962","4/1/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.sunrisebanks.com","244391","0","0","0","0","25063","101041","257","594","0","0","1259","0","57088","59089","0"
"18600","14084","477639","3255100","SUNSOUTH BANK","Dothan","AL","36301","12/31/2021","5/18/2022","NM","108 Jamestown Blvd.","SUNSOUTH BANCSHARES INC","2","0","0","4","0","Houston","20020","Dothan, AL","11/26/1954","11/26/1954","6/3/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.sunsouthbank.com","61942","0","0","0","0","0","8605","1800","7471","7474","137","524","3413","28842","3676","0"
"34643","0","2791085","5515415","SUNSTATE BANK","Miami","FL","33176","12/31/2021","5/18/2022","NM","14095 S. Dixie Hwy.","SUNSTATE BANCSHARES INC","3","0","0","8","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","3/15/1999","3/15/1999","8/31/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","https://www.sunstatefl.com","68278","0","0","0","0","0","0","0","0","21047","12321","25770","9140","0","0","33368"
"20164","14780","140362","2453084","SUNWEST BANK","Sandy","UT","84070","12/31/2021","5/18/2022","NM","10011 S Centennial Pkwy","H BCORP LLC","10","0","1","4","0","Salt Lake","41620","Salt Lake City, UT","4/9/1970","4/9/1970","10/5/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.sunwestbank.com","251728","30","132","9","4678","157","6407","8","0","8081","136","76206","77948","77936","0","3137"
"5058","14240","245557","1495854","SUPERIOR NATIONAL BANK","Hancock","MI","49930","12/31/2021","5/18/2022","N","235 Quincy St","KEWEENAW FINANCIAL CORP","10","0","0","4","0","Houghton","","","3/6/1890","1/1/1934","2/19/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.snb-t.com","333397","0","32","207","426","1381","6205","7225","53131","1001","5484","20617","36440","186383","14865","6362"
"28790","2368","575375","","SUPERIOR SAVINGS BANK","Superior","WI","54880","12/31/2021","5/18/2022","SB","1130 Tower Ave.","","1","0","0","8","0","Douglas","20260","Duluth, MN-WI","1/1/1924","9/18/1951","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.ss-bank.com","265","0","0","0","0","0","0","0","0","0","265","0","0","0","0","265"
"33026","0","374774","","SURETY BANK","Deland","FL","32720","12/31/2021","5/18/2022","NM","990 N. Woodland Blvd.","","3","0","0","4","1","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","1/1/1926","7/17/1990","9/1/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.mysuretybank.com","28068","0","0","0","0","0","0","0","0","696","19","563","2014","3268","21508","716"
"34209","0","2483120","3163867","SURREY BANK & TRUST","Mount Airy","NC","27030","12/31/2021","5/18/2022","NM","145 N. Renfro St.","SURREY BCORP","7","0","1","4","0","Surry","","","7/22/1996","7/22/1996","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.surreybank.com","27760","0","2","0","0","0","0","0","0","0","0","19898","7860","0","0","0"
"8421","10277","556011","1985216","SUSQUEHANNA COMMUNITY BANK","West Milton","PA","17886","12/31/2021","5/18/2022","NM","940 High St.","SUSQUEHANNA CMTY FINANCIAL INC","7","0","0","4","0","Union","","","1/1/1920","1/1/1934","7/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.scb.bank","204056","0","0","0","0","15022","56023","0","0","2246","505","1704","3297","75207","50052","505"
"34885","14544","965789","5189450","SUSSER BANK","Dallas","TX","75201","12/31/2021","5/18/2022","SM","100 Crescent Ct","SBH MANAGER LLC","7","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","8/23/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.susserbank.com","86933","0","0","0","0","68184","0","0","3861","0","254","5340","2688","6606","0","254"
