cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"23523","13156","563336","1144040","CITIZENS' BANK, INC.","Robertsdale","AL","36567","12/31/2021","5/18/2022","NM","21980 Palmer St.","CITIZENS CAPITAL CORP","3","0","0","4","1","Baldwin","19300","Daphne-Fairhope-Foley, AL","9/8/1981","9/8/1981","3/20/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","https://www.citizensbankal.com","4674","2219","2259","2561","1508","566","5747","0","5047","700","0"
"25103","0","575254","3382332","CITY BANK","Lubbock","TX","79407","12/31/2021","5/18/2022","NM","5219 City Bank Pkwy.","SOUTH PLAINS FINL EMPLOYEE STK OWNERSHIP PLAN","43","0","1","4","0","Lubbock","31180","Lubbock, TX","4/13/1984","4/13/1984","11/12/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","0","www.city.bank","75746","107012","40659","106700","29263","6136","156981","15885","95833","45012","251"
"12608","11822","841753","2625283","CITY BANK & TRUST CO.","Natchitoches","LA","71457","12/31/2021","5/18/2022","NM","Second &st. Denis St.","CITY BANCSHARES INC","6","0","0","7","1","Natchitoches","","","1/1/1933","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.mycitybank.com","10390","4218","3814","8094","1751","950","6397","1807","3032","967","591"
"5396","14204","79855","1141553","CITY BANK & TRUST CO.","Lincoln","NE","68516","12/31/2021","5/18/2022","NM","2929 Pine Lake Rd.","TCM CO","5","0","0","4","0","Lancaster","30700","Lincoln, NE","4/18/1910","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.citybankandtrust.com","26222","16189","9484","10927","18504","3496","4456","2511","653","1292","0"
"34352","0","2697963","2697954","CITY FIRST BANK, NATIONAL ASSOCIATION","Washington","DC","20009","12/31/2021","5/18/2022","N","1432 U St Nw","CITY FIRST ENTERPRISES INC","4","0","1","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11/24/1998","11/24/1998","6/2/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.cityfirstbank.com","151258","30511","69565","89625","22579","0","20208","6830","11758","1620","0"
"17281","12900","63069","1232497","CITY NATIONAL BANK","Los Angeles","CA","90071","12/31/2021","5/18/2022","N","555 S. Flower St.","ROYAL BANK OF CANADA","80","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/4/1953","12/4/1953","10/1/2019","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","www.cnb.com","102898","124359","89383","124250","9284","4340","597258","334332","220705","37152","5069"
"24367","0","697950","3218543","CITY NATIONAL BANK","Corsicana","TX","75110","12/31/2021","5/18/2022","N","1465 W. 2nd Ave.","CITY BANCSHARES INC","1","0","0","8","1","Navarro","","","2/28/1983","2/28/1983","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.mycnbtx.com","4343","5753","3041","4747","2149","158","4320","1032","3288","0","0"
"20234","13121","814430","2833891","CITY NATIONAL BANK OF FLORIDA","Miami","FL","33130","12/31/2021","5/18/2022","N","25 W Flagler St","EMPRESAS JUAN YARUR SPA","33","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/12/1970","8/12/1970","10/9/2020","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.citynational.com","58868","120671","60639","93768","21231","3900","509706","163852","318327","25155","2372"
"17735","11051","1011526","1076262","CITY NATIONAL BANK OF WEST VIRGINIA","Charleston","WV","25304","12/31/2021","5/18/2022","N","3601 Maccorkle Ave, Se","CITY HOLDING CO","95","0","1","4","0","Kanawha","16620","Charleston, WV","4/1/1957","4/1/1957","12/7/2018","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","0","www.bankatcity.com","578470","357294","274137","481053","146346","34228","133150","46218","70385","12444","4103"
"14410","14304","252041","2022725","CITY STATE BANK","Norwalk","IA","50211","12/31/2021","5/18/2022","NM","801 Main St.","ALBRECHT FINL SERVICES INC","9","0","0","4","1","Warren","19780","Des Moines-West Des Moines, IA","1/1/1895","5/25/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.citystatebank.com","24699","29837","12555","20521","17710","3750","34392","19413","11122","2199","1658"
"58458","0","3465226","1206546","CITYWIDE BANKS","Denver","CO","80202","12/31/2021","5/18/2022","NM","1800 Larimer St","HEARTLAND FINANCIAL USA INC","25","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","11/1/2006","11/1/2006","8/1/2019","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","0","www.citywidebanks.com","30737","51096","44468","23235","10387","3744","19870","4460","8094","4816","2500"
"9499","15837","841838","1143203","CIVIS BANK","Rogersville","TN","37857","12/31/2021","5/18/2022","NM","210 E Main St","VOLUNTEER BCORP INC","4","0","0","4","0","Hawkins","28700","Kingsport-Bristol-Bristol, TN-VA","4/1/1906","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.civisbank.com","14810","25387","17498","17742","3596","1361","2235","855","1380","0","0"
"12982","10461","542528","1246533","CIVISTA BANK","Sandusky","OH","44870","12/31/2021","5/18/2022","SM","100 E. Water St.","CIVISTA BANCSHARES INC","34","0","1","4","0","Erie","","","3/1/1884","1/1/1934","9/15/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","http://www.civistabank.com","126247","62334","47069","93669","44021","3821","57867","12333","20829","19918","4787"
"9486","10086","641579","1246690","CLACKAMAS COUNTY BANK","Sandy","OR","97055","12/31/2021","5/18/2022","NM","38975 Proctor Blvd.","CCB FINANCIAL CORP","4","0","0","4","1","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","1/31/1911","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.clackamascountybank.com","11918","5716","4157","2792","4611","6074","2872","527","869","0","1476"
"1022","10108","988144","1205325","CLARE BANK, NATIONAL ASSOCIATION","Platteville","WI","53818","12/31/2021","5/18/2022","N","345 W. Pine St.","MONTFORT BCORP INC","8","0","0","2","1","Grant","","","10/28/1905","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.clarebank.com","34417","9938","9689","19715","10083","4868","3051","319","803","1406","523"
"18038","7619","47500","","CLAREMONT SAVINGS BANK","Claremont","NH","3743","12/31/2021","5/18/2022","SB","145 Broad St","","5","0","1","5","0","Sullivan","","","4/15/1907","7/2/1959","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.claremontsavings.com","43282","32344","13781","37817","18285","5742","22430","2083","15286","5061","0"
"57624","0","3185579","5493876","CLARION COUNTY COMMUNITY BANK","Clarion","PA","16214","12/31/2021","5/18/2022","NM","333 Main St","CCCB BCORP INC","4","0","0","4","0","Clarion","","","1/7/2004","1/7/2004","8/1/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.clarionbank.com","28828","25235","9432","21386","20350","2895","18551","1795","8269","8487","0"
"14581","12890","1007958","1057878","CLARKSON BANK","Clarkson","NE","68629","12/31/2021","5/18/2022","NM","243 Pine St.","CLARKSON MANAGEMENT CO","1","0","0","2","1","Colfax","","","5/17/1934","7/18/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.clarksonbank.com","10811","7578","3468","8185","5648","1088","3893","1108","1609","1176","0"
"3126","14787","182951","2762384","CLASSIC BANK, NATIONAL ASSOCIATION","Cameron","TX","76520","12/31/2021","5/18/2022","N","102 N. Houston St.","CAMERON FINANCIAL CORP","6","0","0","2","1","Milam","","","8/22/1889","1/1/1934","3/10/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.classic.bank","22764","41276","17699","34129","11107","1106","31839","7531","20829","2860","619"
"59219","0","5538937","","CLASSIC CITY BANK","Athens","GA","30606","12/31/2021","5/18/2022","NM","2365 W Broad St","","1","0","0","4","0","Clarke","12020","Athens-Clarke County, GA","11/9/2020","11/9/2020","3/1/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.classiccitybank.com","417","1820","231","1909","97","0","251","251","0","0","0"
"2444","0","832528","1427211","CLAY COUNTY BANK, INC.","Clay","WV","25043","12/31/2021","5/18/2022","NM","150 Main St.","FIRST CLAY COUNTY BANC CORP","2","0","0","8","0","Clay","16620","Charleston, WV","6/4/1902","1/1/1934","5/28/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://claycountybank.com","20225","10979","2776","10784","8366","9278","2962","298","992","872","800"
"29764","4055","125873","3842863","CLAY COUNTY SAVINGS BANK","Liberty","MO","64068","12/31/2021","5/18/2022","NM","1178 W. Kansas St.","CCSB FINANCIAL CORP","3","0","0","4","0","Clay","28140","Kansas City, MO-KS","1/1/1922","5/12/1937","5/18/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","claycountysavings.com","7707","3231","1362","3619","3824","2133","2360","0","1568","501","291"
"10821","9860","498942","3390159","CLAY COUNTY STATE BANK","Louisville","IL","62858","12/31/2021","5/18/2022","NM","111 N Church St","CLAY CNTY STATE BANCSHARES INC","1","0","0","2","1","Clay","","","9/13/1905","1/1/1934","8/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.claycobank.com","9045","5584","2933","5579","4930","1187","897","0","250","0","647"
"10532","12420","930853","1109722","CLB THE COMMUNITY BANK","Jonesville","LA","71343","12/31/2021","5/18/2022","NM","301 Mound St","CATAHOULA HOLDING CO","6","0","0","4","1","Catahoula","","","10/5/1907","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.clbbank.com","17973","18010","17090","16221","2672","0","5827","2923","2654","250","0"
"15690","15922","865544","1840221","CLEAR LAKE BANK AND TRUST COMPANY","Clear Lake","IA","50428","12/31/2021","5/18/2022","SM","322 Main","ARNESON BANCSHARES INC","5","0","0","4","1","Cerro Gordo","","","1/1/1934","11/10/1939","10/4/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.clearlakebank.bank","39727","17058","10552","17671","24167","4396","7736","2658","2588","1563","927"
"2443","12776","886624","1076150","CLEAR MOUNTAIN BANK","Bruceton Mills","WV","26525","12/31/2021","5/18/2022","SM","160 Morgantown St","STATE BCORP INC","10","0","1","4","0","Preston","34060","Morgantown, WV","1/1/1931","1/1/1934","12/31/2014","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.clearmountainbank.com","65804","60938","30484","30612","50022","15624","36266","2824","9536","19928","3978"
"34748","14961","2723376","","CLEARPOINT FEDERAL BANK & TRUST","Batesville","IN","47006","12/31/2021","5/18/2022","SA","100 Progress Dr","","1","0","0","7","0","Franklin","17140","Cincinnati, OH-KY-IN","7/29/1998","7/29/1998","7/15/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","www.clearpointfederal.com","0","747","249","498","0","0","0","0","0","0","0"
"406","16947","155759","1052958","CLEO STATE BANK","Cleo Springs","OK","73729","12/31/2021","5/18/2022","NM","202 S. Sq.","CLEO BANCSHARES INC","4","0","0","2","1","Major","","","10/25/1900","1/1/1934","12/6/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","cleostatebank.com","8334","6441","3718","9726","1240","91","8282","1915","5332","1035","0"
"9517","0","48440","1202865","CLEVELAND STATE BANK","Cleveland","WI","53015","12/31/2021","5/18/2022","NM","1250 W. Washington Ave.","WISCUB INC","3","0","0","4","0","Manitowoc","","","4/19/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.clevelandstate.bank","16713","5711","4309","6761","5645","5709","1910","256","1330","324","0"
"59257","0","5592340","","CLIMATE FIRST BANK","Saint Petersburg","FL","33710","12/31/2021","5/18/2022","NM","5301 Central Ave","","1","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","6/1/2021","6/1/2021","6/1/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.climatefirstbank.com","491","15638","0","2582","1443","12104","8526","0","7321","1205","0"
"304","15798","782548","2266387","CLINTON BANK","Clinton","KY","42031","12/31/2021","5/18/2022","NM","220 E. Clay St.","CLINTON BCORP INC","1","0","0","2","0","Hickman","","","9/1/1887","1/1/1934","8/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Southeast","0","1","WWW.CLINTONBANKKY.COM","4659","3734","1745","4222","2425","1","974","0","0","974","0"
"90181","8340","179700","3195756","CLINTON SAVINGS BANK","Clinton","MA","1510","12/31/2021","5/18/2022","SB","200 Church St","CLINTON FINANCIAL SERVICES MHC","9","0","0","4","0","Worcester","49340","Worcester, MA-CT","5/15/1851","11/20/1985","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.clintonsavings.com","37607","32774","16502","33583","15933","4363","31363","6427","20289","3502","1145"
"2241","10662","219651","1131527","CNB BANK","Carlsbad","NM","88220","12/31/2021","5/18/2022","NM","202 W. Stevens St.","CARLSBAD BCORP INC","3","0","0","4","1","Eddy","","","8/1/1924","1/1/1934","12/1/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","http://www.ourcnb.bank","9956","6334","4434","7307","3183","1367","16240","7023","8284","400","533"
"13876","11178","399517","1118340","CNB BANK","Clearfield","PA","16830","12/31/2021","5/18/2022","NM","1 S 2nd St","CNB FINANCIAL CORP","45","0","1","4","0","Clearfield","","","1/27/1934","2/9/1934","7/17/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","0","www.cnbbank.bank","164347","103424","54686","113326","60134","39626","115062","17482","63237","28542","5801"
"3775","0","613343","1245460","CNB BANK AND TRUST, N.A.","Carlinville","IL","62626","12/31/2021","5/18/2022","N","450 W. Side Sq.","CNB BANK SHARES INC","18","0","1","2","0","Macoupin","41180","St. Louis, MO-IL","1/1/1888","1/1/1934","2/15/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.cnbil.com","136212","97520","78204","113530","33286","8712","69808","24774","41530","1998","1506"
"14507","0","944627","2909200","CNB BANK, INC.","Berkeley Springs","WV","25411","12/31/2021","5/18/2022","NM","101 S. Washington St.","CNB FINANCIAL SERVICES INC","8","0","1","4","0","Morgan","25180","Hagerstown-Martinsburg, MD-WV","1/1/1917","6/18/1934","6/12/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","https://www.cnbwv.com","44438","29713","11127","24178","35129","3717","16602","4394","5200","7008","0"
"4549","12959","870650","1140930","CNB ST LOUIS BANK","Maplewood","MO","63143","12/31/2021","5/18/2022","NM","7305 Manchester Rd","CARDINAL BCORP INC","6","0","0","4","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1915","1/1/1934","10/13/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.cnbstl.com","36579","26868","10913","30095","15792","6647","18261","5680","7330","3419","1832"
"58899","0","3869123","","COASTAL BANK & TRUST","Jacksonville","NC","28546","12/31/2021","5/18/2022","SM","2414 N Marine Blvd","","4","0","0","4","0","Onslow","27340","Jacksonville, NC","4/13/2009","4/13/2009","4/25/2012","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","http://www.coastalbanknc.com","5386","6000","2133","5368","3267","616","9095","3686","0","5098","312"
